"striker","start_date","batting_team","bowling_team","innings","Runs","BallsFaced","Fours","Sixes","StrikeRate","NotOuts","Average","Hundreds","Fifties","HighScore","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"J Fraser-McGurk",2024-03-01,"South Australia","New South Wales",2,18,20,1,0,90,0,9,0,0,16,"Sheffield Shield","2023/24",1391794,"Cricket Central, Sydney","Sydney","South Australia","New South Wales","New South Wales","field","DP Hughes",NA,NA,NA
"TD Paine",2020-03-06,"Tasmania","New South Wales",1,18,20,3,0,90,0,18,0,0,18,"Marsh Sheffield Shield","2019/20",1196138,"Bellerive Oval, Hobart","Hobart","New South Wales","Tasmania","Tasmania","field","NT Ellis","Tasmania","9",NA
"N Radhakrishnan",2022-02-18,"Tasmania","New South Wales",2,17,82,2,0,20.7317073170732,0,8.5,0,0,13,"Sheffield Shield","2021/22",1270447,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","H Kerr","New South Wales",NA,"75"
"TA Copeland",2021-10-27,"New South Wales","Victoria",2,17,82,2,0,20.7317073170732,0,8.5,0,0,17,"Sheffield Shield","2021/22",1270442,"Drummoyne Oval, Sydney","Sydney","Victoria","New South Wales","Victoria","bat","NJ Maddinson","Victoria",NA,"204"
"NM Lyon",2023-10-26,"New South Wales","Victoria",2,17,77,2,0,22.0779220779221,1,17,0,0,17,"Sheffield Shield","2023/24",1391776,"Melbourne Cricket Ground","Melbourne","Victoria","New South Wales","New South Wales","field","F O'Neill","Victoria",NA,"205"
"J Clayton",2022-10-31,"Queensland","Western Australia",2,17,76,2,0,22.3684210526316,0,8.5,0,0,17,"Sheffield Shield","2022/23",1322404,"Western Australia Cricket Association Ground, Perth","Perth","Queensland","Western Australia","Western Australia","field","AM Hardie","Western Australia","3",NA
"SM Whiteman",2023-02-10,"Western Australia","South Australia",2,17,68,1,0,25,0,8.5,0,0,17,"Sheffield Shield","2022/23",1322415,"Adelaide Oval","Adelaide","South Australia","Western Australia","Western Australia","field","DR Drew","South Australia",NA,"164"
"NA McSweeney",2022-10-06,"South Australia","Victoria",2,17,65,2,0,26.1538461538462,0,8.5,0,0,9,"Sheffield Shield","2022/23",1322398,"Karen Rolton Oval, Adelaide","Adelaide","Victoria","South Australia","South Australia","field","W Sutherland",NA,NA,NA
"CP Tremain",2019-10-18,"Victoria","Western Australia",2,17,59,3,0,28.8135593220339,1,17,0,0,17,"Marsh Sheffield Shield","2019/20",1196119,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Victoria","bat","SE Marsh","Western Australia","9",NA
"MW Short",2022-10-17,"Victoria","Western Australia",1,17,58,3,0,29.3103448275862,0,17,0,0,17,"Sheffield Shield","2022/23",1322400,"Junction Oval, Melbourne","Melbourne","Western Australia","Victoria","Western Australia","bat","PSP Handscomb",NA,NA,NA
"SE Marsh",2023-02-10,"Western Australia","South Australia",2,17,53,2,0,32.0754716981132,0,8.5,0,0,16,"Sheffield Shield","2022/23",1322415,"Adelaide Oval","Adelaide","South Australia","Western Australia","Western Australia","field","DR Drew","South Australia",NA,"164"
"L Scott",2021-03-06,"South Australia","New South Wales",2,17,52,3,0,32.6923076923077,0,8.5,0,0,17,"Sheffield Shield","2020/21",1251095,"Adelaide Oval","Adelaide","South Australia","New South Wales","South Australia","bat","SA Abbott","New South Wales","6",NA
"TD Paine",2023-03-02,"Tasmania","Western Australia",2,17,51,2,0,33.3333333333333,0,8.5,0,0,17,"Sheffield Shield","2022/23",1322422,"Western Australia Cricket Association Ground, Perth","Perth","Tasmania","Western Australia","Tasmania","bat","CH Stobo","Western Australia","9",NA
"CH Stobo",2023-03-14,"Western Australia","Victoria",2,17,50,2,0,34,0,8.5,0,0,10,"Sheffield Shield","2022/23",1322425,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Victoria","Victoria","field","SM Boland","Victoria","7",NA
"M Gilkes",2023-11-06,"New South Wales","Western Australia",1,17,48,1,0,35.4166666666667,0,17,0,0,17,"Sheffield Shield","2023/24",1391780,"Sydney Cricket Ground","Sydney","Western Australia","New South Wales","New South Wales","field","O Davies","New South Wales","10",NA
"CH Stobo",2024-02-16,"Western Australia","Tasmania",1,17,47,2,0,36.1702127659574,0,17,0,0,17,"Sheffield Shield","2023/24",1391792,"Bellerive Oval, Hobart","Hobart","Tasmania","Western Australia","Western Australia","field","CP Jewell",NA,NA,NA
"TD Andrews",2020-10-30,"Tasmania","Western Australia",1,17,45,3,0,37.7777777777778,0,17,0,0,17,"Sheffield Shield","2020/21",1233449,"Park 25 No 2, Adelaide","Adelaide","Western Australia","Tasmania","Tasmania","field","SE Marsh",NA,NA,NA
"MT Renshaw",2017-11-13,"Queensland","New South Wales",2,17,41,2,0,41.4634146341463,0,8.5,0,0,16,"Sheffield Shield","2017/18",1118871,"Allan Border Field, Brisbane","Brisbane","Queensland","New South Wales","Queensland","bat","DP Hughes","New South Wales","6",NA
"SB Harper",2021-11-05,"Victoria","New South Wales",2,17,40,1,0,42.5,1,17,0,0,17,"Sheffield Shield","2021/22",1270437,"Melbourne Cricket Ground","Melbourne","Victoria","New South Wales","New South Wales","field","SM Boland","Victoria",NA,"174"
"TP Ward",2024-02-03,"Tasmania","Queensland",2,17,38,4,0,44.7368421052632,0,8.5,0,0,17,"Sheffield Shield","2023/24",1391789,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Tasmania","Queensland","bat",NA,"Tasmania","4",NA
"J Weatherald",2018-10-16,"South Australia","New South Wales",2,17,37,1,0,45.9459459459459,0,8.5,0,0,14,"Sheffield Shield","2018/19",1150108,"Adelaide Oval","Adelaide","New South Wales","South Australia","South Australia","field","TA Copeland",NA,NA,NA
"SD Heazlett",2020-02-14,"Queensland","Tasmania",1,17,37,2,0,45.9459459459459,0,17,0,0,17,"Marsh Sheffield Shield","2019/20",1196134,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Tasmania","Queensland","Queensland","field","MG Neser","Queensland","10",NA
"CJ Sayers",2020-02-24,"South Australia","New South Wales",2,17,35,3,0,48.5714285714286,0,8.5,0,0,17,"Marsh Sheffield Shield","2019/20",1196135,"Bankstown Oval, Sydney","Sydney","New South Wales","South Australia","New South Wales","bat","DP Hughes","New South Wales",NA,"133"
"SH Johnson",2024-03-01,"South Australia","New South Wales",2,17,35,4,0,48.5714285714286,0,8.5,0,0,17,"Sheffield Shield","2023/24",1391794,"Cricket Central, Sydney","Sydney","South Australia","New South Wales","New South Wales","field","DP Hughes",NA,NA,NA
"WA Agar",2023-10-26,"South Australia","Western Australia",2,17,35,2,0,48.5714285714286,1,17,0,0,17,"Sheffield Shield","2023/24",1391778,"Adelaide Oval","Adelaide","Western Australia","South Australia","Western Australia","bat","JS Paris","Western Australia",NA,"200"
"MJ Swepson",2019-11-12,"Queensland","Victoria",2,17,34,1,0,50,1,17,0,0,12,"Marsh Sheffield Shield","2019/20",1196125,"Melbourne Cricket Ground","Melbourne","Queensland","Victoria","Victoria","field",NA,"Queensland",NA,"59"
"NL Bertus",2019-11-01,"New South Wales","South Australia",2,17,34,2,0,50,0,8.5,0,0,16,"Marsh Sheffield Shield","2019/20",1196121,"Adelaide Oval","Adelaide","New South Wales","South Australia","South Australia","field","CJ Sayers","New South Wales",NA,"96"
"TLW Cooper",2017-12-03,"South Australia","Queensland",2,17,34,2,0,50,0,8.5,0,0,17,"Sheffield Shield","2017/18",1118878,"Cazaly's Stadium, Cairns","Cairns","South Australia","Queensland","South Australia","bat","JA Burns",NA,NA,NA
"JS Buckingham",2023-02-20,"South Australia","Victoria",2,17,32,3,0,53.125,0,8.5,0,0,17,"Sheffield Shield","2022/23",1322417,"Junction Oval, Melbourne","Melbourne","Victoria","South Australia","Victoria","bat","MW Short","Victoria",NA,"177"
"PSP Handscomb",2020-02-24,"Victoria","Queensland",2,17,30,2,0,56.6666666666667,0,8.5,0,0,15,"Marsh Sheffield Shield","2019/20",1196137,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","SE Gotch","Victoria",NA,"44"
"DJ Worrall",2017-03-26,"South Australia","Victoria",1,17,29,3,0,58.6206896551724,0,17,0,0,17,"Sheffield Shield","2016/17",1036431,"Traeger Park, Alice Springs","Alice Springs","Victoria","South Australia","Victoria","bat","JM Holland",NA,NA,NA
"NA McSweeney",2020-03-06,"Queensland","Western Australia",2,17,27,1,0,62.962962962963,1,17,0,0,11,"Marsh Sheffield Shield","2019/20",1196140,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Queensland","Queensland","field","SM Whiteman",NA,NA,NA
"R Hackney",2023-11-06,"New South Wales","Western Australia",2,17,26,3,0,65.3846153846154,1,17,0,0,17,"Sheffield Shield","2023/24",1391780,"Sydney Cricket Ground","Sydney","Western Australia","New South Wales","New South Wales","field","O Davies","New South Wales","10",NA
"MW Short",2021-03-15,"Victoria","Queensland",1,17,25,4,0,68,0,17,0,0,17,"Sheffield Shield","2020/21",1244504,"Allan Border Field, Brisbane","Brisbane","Victoria","Queensland","Queensland","field","MS Harris",NA,NA,NA
"N McAndrew",2022-02-09,"South Australia","Victoria",2,17,25,1,0,68,0,8.5,0,0,17,"Sheffield Shield","2021/22",1270451,"Adelaide Oval","Adelaide","South Australia","Victoria","South Australia","bat","PSP Handscomb",NA,NA,NA
"PM Nevill",2017-11-13,"New South Wales","Queensland",1,17,22,3,0,77.2727272727273,0,17,0,0,17,"Sheffield Shield","2017/18",1118871,"Allan Border Field, Brisbane","Brisbane","Queensland","New South Wales","Queensland","bat","DP Hughes","New South Wales","6",NA
"MT Steketee",2021-10-15,"Queensland","South Australia",2,17,17,2,0,100,1,17,0,0,17,"Sheffield Shield","2021/22",1270448,"Adelaide Oval","Adelaide","Queensland","South Australia","South Australia","field","MT Steketee",NA,NA,NA
"CJ Rocchiccioli",2023-10-04,"Western Australia","Victoria",1,17,16,0,2,106.25,0,17,0,0,17,"Sheffield Shield","2023/24",1391772,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Western Australia","field","CT Bancroft","Western Australia",NA,"53"
"MT Steketee",2021-03-06,"Queensland","Western Australia",1,17,15,1,1,113.333333333333,0,17,0,0,17,"Sheffield Shield","2020/21",1244505,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Western Australia","Queensland","Queensland","field","C Green",NA,NA,NA
"JM Holland",2017-03-26,"Victoria","South Australia",2,17,13,2,1,130.769230769231,0,8.5,0,0,17,"Sheffield Shield","2016/17",1036431,"Traeger Park, Alice Springs","Alice Springs","Victoria","South Australia","Victoria","bat","JM Holland",NA,NA,NA
"JM Bird",2019-02-23,"Tasmania","South Australia",1,17,12,2,0,141.666666666667,1,Inf,0,0,17,"Sheffield Shield","2018/19",1150128,"Adelaide Oval","Adelaide","South Australia","Tasmania","South Australia","bat","JM Bird","Tasmania","6",NA
"TP Ward",2023-02-11,"Tasmania","New South Wales",2,16,84,2,0,19.047619047619,1,16,0,0,12,"Sheffield Shield","2022/23",1322416,"Sydney Cricket Ground","Sydney","New South Wales","Tasmania","New South Wales","bat","DP Hughes",NA,NA,NA
"BE Street",2022-11-20,"Queensland","South Australia",1,16,78,2,0,20.5128205128205,0,16,0,0,16,"Sheffield Shield","2022/23",1322408,"Adelaide Oval","Adelaide","South Australia","Queensland","Queensland","field","N McAndrew",NA,NA,NA
"SP Mackin",2020-02-24,"Western Australia","Tasmania",2,16,76,3,0,21.0526315789474,1,16,0,0,15,"Marsh Sheffield Shield","2019/20",1196136,"Bellerive Oval, Hobart","Hobart","Western Australia","Tasmania","Tasmania","field","BJ Webster","Tasmania","5",NA
"JS Paris",2024-03-11,"Western Australia","Victoria",2,16,67,2,0,23.8805970149254,0,8,0,0,8,"Sheffield Shield","2023/24",1391798,"Junction Oval, Melbourne","Melbourne","Western Australia","Victoria","Victoria","field","CJ Gannon","Western Australia",NA,"138"
"M Gilkes",2021-11-05,"New South Wales","Victoria",2,16,58,1,0,27.5862068965517,0,8,0,0,16,"Sheffield Shield","2021/22",1270437,"Melbourne Cricket Ground","Melbourne","Victoria","New South Wales","New South Wales","field","SM Boland","Victoria",NA,"174"
"NP Winter",2018-10-16,"South Australia","New South Wales",1,16,58,0,0,27.5862068965517,0,16,0,0,16,"Sheffield Shield","2018/19",1150108,"Adelaide Oval","Adelaide","New South Wales","South Australia","South Australia","field","TA Copeland",NA,NA,NA
"IJ Carlisle",2024-03-21,"Tasmania","Western Australia",2,16,56,3,0,28.5714285714286,0,8,0,0,16,"Sheffield Shield","2023/24",1391800,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Tasmania","Tasmania","field","SM Whiteman","Western Australia",NA,"377"
"MG Neser",2021-04-03,"Queensland","New South Wales",1,16,56,1,0,28.5714285714286,0,16,0,0,16,"Sheffield Shield","2020/21",1251083,"North Dalton Park, Wollongong","Wollongong","New South Wales","Queensland","Queensland","field","NM Lyon",NA,NA,NA
"GS Sandhu",2023-10-26,"Queensland","Tasmania",1,16,54,4,0,29.6296296296296,0,16,0,0,16,"Sheffield Shield","2023/24",1391777,"Bellerive Oval, Hobart","Hobart","Queensland","Tasmania","Tasmania","field","MS Wade","Tasmania","3",NA
"TJ Dean",2022-11-24,"Victoria","Tasmania",2,16,54,2,0,29.6296296296296,0,8,0,0,16,"Sheffield Shield","2022/23",1322410,"Melbourne Cricket Ground","Melbourne","Victoria","Tasmania","Tasmania","field","JM Bird","Tasmania","4",NA
"NA McSweeney",2019-11-12,"Queensland","Victoria",2,16,52,1,0,30.7692307692308,0,8,0,0,16,"Marsh Sheffield Shield","2019/20",1196125,"Melbourne Cricket Ground","Melbourne","Queensland","Victoria","Victoria","field",NA,"Queensland",NA,"59"
"SA Abbott",2021-11-05,"New South Wales","Victoria",2,16,52,1,0,30.7692307692308,0,8,0,0,16,"Sheffield Shield","2021/22",1270437,"Melbourne Cricket Ground","Melbourne","Victoria","New South Wales","New South Wales","field","SM Boland","Victoria",NA,"174"
"SM Boland",2022-11-10,"Victoria","Queensland",2,16,50,1,0,32,1,16,0,0,11,"Sheffield Shield","2022/23",1322405,"Allan Border Field, Brisbane","Brisbane","Victoria","Queensland","Victoria","bat","MG Neser","Queensland",NA,"10"
"TLW Cooper",2017-03-26,"South Australia","Victoria",2,16,49,3,0,32.6530612244898,0,8,0,0,10,"Sheffield Shield","2016/17",1036431,"Traeger Park, Alice Springs","Alice Springs","Victoria","South Australia","Victoria","bat","JM Holland",NA,NA,NA
"AT Carey",2017-10-27,"South Australia","New South Wales",2,16,46,2,0,34.7826086956522,0,8,0,0,12,"Sheffield Shield","2017/18",1118866,"Adelaide Oval","Adelaide","South Australia","New South Wales","South Australia","bat","MA Starc","New South Wales","6",NA
"CJ Rocchiccioli",2022-10-31,"Western Australia","Queensland",2,16,46,1,0,34.7826086956522,0,8,0,0,10,"Sheffield Shield","2022/23",1322404,"Western Australia Cricket Association Ground, Perth","Perth","Queensland","Western Australia","Western Australia","field","AM Hardie","Western Australia","3",NA
"GS Sandhu",2022-10-06,"Queensland","Tasmania",1,16,46,1,0,34.7826086956522,0,16,0,0,16,"Sheffield Shield","2022/23",1322397,"Allan Border Field, Brisbane","Brisbane","Tasmania","Queensland","Queensland","field","GS Sandhu","Queensland",NA,"172"
"TJ Dean",2018-11-17,"Victoria","Tasmania",2,16,46,2,0,34.7826086956522,0,8,0,0,11,"Sheffield Shield","2018/19",1150119,"Bellerive Oval, Hobart","Hobart","Tasmania","Victoria","Victoria","field","MS Wade","Victoria","6",NA
"TLW Cooper",2020-03-06,"South Australia","Victoria",2,16,45,2,0,35.5555555555556,0,8,0,0,9,"Marsh Sheffield Shield","2019/20",1196139,"Adelaide Oval","Adelaide","Victoria","South Australia","South Australia","field","W Sutherland","Victoria",NA,"182"
"J Goodwin",2021-11-10,"Western Australia","Queensland",2,16,38,3,0,42.1052631578947,0,8,0,0,10,"Sheffield Shield","2021/22",1270456,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","Western Australia","Western Australia","field","JA Richardson","Western Australia","7",NA
"L Guthrie",2023-03-14,"Queensland","Tasmania",1,16,38,1,0,42.1052631578947,0,16,0,0,16,"Sheffield Shield","2022/23",1322423,"Bellerive Oval, Hobart","Hobart","Tasmania","Queensland","Queensland","field","BJ Webster",NA,NA,NA
"B Doggett",2022-11-11,"South Australia","Western Australia",2,16,37,3,0,43.2432432432432,1,16,0,0,13,"Sheffield Shield","2022/23",1322406,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","SM Whiteman","Western Australia",NA,"28"
"DA Warner",2019-10-18,"New South Wales","Tasmania",2,16,37,3,0,43.2432432432432,1,16,0,0,15,"Marsh Sheffield Shield","2019/20",1196117,"Drummoyne Oval, Sydney","Sydney","Tasmania","New South Wales","Tasmania","bat","MA Starc","New South Wales","8",NA
"H Kerr",2022-02-09,"New South Wales","Queensland",2,16,37,1,1,43.2432432432432,0,8,0,0,11,"Sheffield Shield","2021/22",1270459,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Queensland","New South Wales","New South Wales","field","CP Tremain","New South Wales","2",NA
"AM Hardie",2022-11-11,"Western Australia","South Australia",1,16,33,3,0,48.4848484848485,0,16,0,0,16,"Sheffield Shield","2022/23",1322406,"Western Australia Cricket Association Ground, Perth","Perth","South Australia","Western Australia","Western Australia","field","SM Whiteman","Western Australia",NA,"28"
"DL Solway",2020-11-08,"New South Wales","Tasmania",2,16,33,2,0,48.4848484848485,0,8,0,0,14,"Sheffield Shield","2020/21",1233452,"Park 25 No 2, Adelaide","Adelaide","New South Wales","Tasmania","Tasmania","field","SA Abbott","New South Wales",NA,"145"
"M Perry",2023-03-14,"Victoria","Western Australia",1,16,32,4,0,50,0,16,0,0,16,"Sheffield Shield","2022/23",1322425,"Western Australia Cricket Association Ground, Perth","Perth","Western Australia","Victoria","Victoria","field","SM Boland","Victoria","7",NA
"SM Boland",2018-11-17,"Victoria","Tasmania",1,16,30,3,0,53.3333333333333,0,16,0,0,16,"Sheffield Shield","2018/19",1150119,"Bellerive Oval, Hobart","Hobart","Tasmania","Victoria","Victoria","field","MS Wade","Victoria","6",NA
"CT Bancroft",2019-10-18,"Western Australia","Victoria",2,16,29,1,0,55.1724137931034,1,16,0,0,10,"Marsh Sheffield Shield","2019/20",1196119,"Western Australia Cricket Association Ground, Perth","Perth","Victoria","Western Australia","Victoria","bat","SE Marsh","Western Australia","9",NA
"JA Burns",2018-10-16,"Queensland","Tasmania",2,16,29,3,0,55.1724137931034,0,8,0,0,16,"Sheffield Shield","2018/19",1150109,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Tasmania","Queensland","Queensland","field","JM Bird","Tasmania",NA,"246"
"JM Bird",2023-11-18,"New South Wales","Tasmania",2,16,29,3,0,55.1724137931034,0,8,0,0,15,"Sheffield Shield","2023/24",1391784,"Bellerive Oval, Hobart","Hobart","New South Wales","Tasmania","Tasmania","field","BM Hope","Tasmania",NA,"1"
"JS Lehmann",2017-10-27,"South Australia","New South Wales",2,16,29,3,0,55.1724137931034,0,8,0,0,10,"Sheffield Shield","2017/18",1118866,"Adelaide Oval","Adelaide","South Australia","New South Wales","South Australia","bat","MA Starc","New South Wales","6",NA
