"striker","start_date","batting_team","bowling_team","innings","RunsScored","BallsFaced","Fours","Sixes","StrikeRate","NotOut","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"AC Kerr",2023-03-04,"Mumbai Indians","Gujarat Giants",1,45,24,6,1,187.5,TRUE,"Women's Premier League","2022/23",1358929,"Dr DY Patil Sports Academy, Mumbai","Navi Mumbai","Mumbai Indians","Gujarat Giants","Gujarat Giants","field","H Kaur","Mumbai Indians",NA,"143"
"EA Perry",2024-03-02,"Royal Challengers Bangalore","Mumbai Indians",1,44,38,5,0,115.789473684211,TRUE,"Women's Premier League","2023/24",1417724,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Royal Challengers Bangalore","Mumbai Indians","Mumbai Indians","field","AC Kerr","Mumbai Indians","7",NA
"YH Bhatia",2023-03-14,"Mumbai Indians","Gujarat Giants",1,44,37,5,1,118.918918918919,FALSE,"Women's Premier League","2022/23",1358940,"Brabourne Stadium, Mumbai","Mumbai","Mumbai Indians","Gujarat Giants","Gujarat Giants","field","H Kaur","Mumbai Indians",NA,"55"
"Shafali Verma",2024-03-17,"Delhi Capitals","Royal Challengers Bangalore",1,44,27,2,3,162.962962962963,FALSE,"Women's Premier League","2023/24",1417737,"Arun Jaitley Stadium, Delhi","Delhi","Delhi Capitals","Royal Challengers Bangalore","Delhi Capitals","bat","S Molineux","Royal Challengers Bangalore","8",NA
"MM Lanning",2023-03-09,"Delhi Capitals","Mumbai Indians",1,43,41,5,0,104.878048780488,FALSE,"Women's Premier League","2022/23",1358935,"Dr DY Patil Sports Academy, Mumbai","Navi Mumbai","Delhi Capitals","Mumbai Indians","Delhi Capitals","bat","S Ishaque","Mumbai Indians","8",NA
"L Wolvaardt",2024-03-11,"Gujarat Giants","UP Warriorz",1,43,30,8,1,143.333333333333,FALSE,"Women's Premier League","2023/24",1417733,"Arun Jaitley Stadium, Delhi","Delhi","Gujarat Giants","UP Warriorz","Gujarat Giants","bat","SM Shakil","Gujarat Giants",NA,"8"
"KP Navgire",2023-03-24,"UP Warriorz","Mumbai Indians",2,43,27,4,3,159.259259259259,FALSE,"Women's Premier League","2022/23",1358949,"Dr DY Patil Sports Academy, Mumbai","Navi Mumbai","Mumbai Indians","UP Warriorz","UP Warriorz","field","NR Sciver-Brunt","Mumbai Indians",NA,"72"
"S Mandhana",2024-02-27,"Royal Challengers Bangalore","Gujarat Giants",2,43,27,8,1,159.259259259259,FALSE,"Women's Premier League","2023/24",1417720,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Gujarat Giants","Royal Challengers Bangalore","Royal Challengers Bangalore","field","Renuka Singh","Royal Challengers Bangalore","8",NA
"BS Fulmali",2024-03-13,"Gujarat Giants","Delhi Capitals",1,42,36,7,0,116.666666666667,FALSE,"Women's Premier League","2023/24",1417735,"Arun Jaitley Stadium, Delhi","Delhi","Gujarat Giants","Delhi Capitals","Gujarat Giants","bat","Shafali Verma","Delhi Capitals","7",NA
"AB Kaur",2024-03-05,"Mumbai Indians","Delhi Capitals",2,42,27,7,0,155.555555555556,FALSE,"Women's Premier League","2023/24",1417727,"Arun Jaitley Stadium, Delhi","Delhi","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","JI Rodrigues","Delhi Capitals",NA,"29"
